city,month_2025,avg_pm25,notes
Kolkata,September,58,At Indian NAAQS limit.
Kolkata,September,61,At Indian NAAQS limit.
Kolkata,October,76,Poor; rising winter inversion.
Kolkata,October,77,Poor; rising winter inversion.
Kolkata,September,58,At Indian NAAQS limit.
Kolkata,November,83,Very Poor; health risk for sensitive groups.
Kolkata,September,60,At Indian NAAQS limit.
Kolkata,November,83,Very Poor; health risk for sensitive groups.
Kolkata,October,71,Poor; rising winter inversion.
Kolkata,October,73,Poor; rising winter inversion.
Kolkata,November,86,Very Poor; health risk for sensitive groups.
Kolkata,September,60,At Indian NAAQS limit.
Kolkata,November,88,Very Poor; health risk for sensitive groups.
Kolkata,September,63,At Indian NAAQS limit.
Kolkata,September,63,At Indian NAAQS limit.
Kolkata,November,81,Very Poor; health risk for sensitive groups.
Kolkata,October,75,Poor; rising winter inversion.
Kolkata,September,59,At Indian NAAQS limit.
Kolkata,September,55,At Indian NAAQS limit.
Kolkata,September,64,At Indian NAAQS limit.
Kolkata,November,86,Very Poor; health risk for sensitive groups.
Kolkata,September,60,At Indian NAAQS limit.
Kolkata,September,56,At Indian NAAQS limit.
Kolkata,November,84,Very Poor; health risk for sensitive groups.
Kolkata,September,60,At Indian NAAQS limit.
Kolkata,November,89,Very Poor; health risk for sensitive groups.
Kolkata,September,61,At Indian NAAQS limit.
Kolkata,October,73,Poor; rising winter inversion.
Kolkata,September,59,At Indian NAAQS limit.
Kolkata,November,89,Very Poor; health risk for sensitive groups.
Kolkata,October,69,Poor; rising winter inversion.
Kolkata,September,59,At Indian NAAQS limit.
Kolkata,October,74,Poor; rising winter inversion.
Kolkata,November,80,Very Poor; health risk for sensitive groups.
Kolkata,October,68,Poor; rising winter inversion.
Kolkata,November,83,Very Poor; health risk for sensitive groups.
Kolkata,November,87,Very Poor; health risk for sensitive groups.
Kolkata,November,89,Very Poor; health risk for sensitive groups.
Kolkata,November,84,Very Poor; health risk for sensitive groups.
Kolkata,October,78,Poor; rising winter inversion.
Kolkata,September,61,At Indian NAAQS limit.
Kolkata,September,61,At Indian NAAQS limit.
Kolkata,September,63,At Indian NAAQS limit.
Kolkata,October,78,Poor; rising winter inversion.
Kolkata,October,73,Poor; rising winter inversion.
Kolkata,October,73,Poor; rising winter inversion.
Kolkata,September,62,At Indian NAAQS limit.
Kolkata,September,62,At Indian NAAQS limit.
Kolkata,November,90,Very Poor; health risk for sensitive groups.
Kolkata,September,60,At Indian NAAQS limit.
Kolkata,November,85,Very Poor; health risk for sensitive groups.
Kolkata,September,57,At Indian NAAQS limit.
Kolkata,October,72,Poor; rising winter inversion.
Kolkata,October,74,Poor; rising winter inversion.
Kolkata,October,76,Poor; rising winter inversion.
Kolkata,September,58,At Indian NAAQS limit.
Kolkata,October,78,Poor; rising winter inversion.
Kolkata,October,78,Poor; rising winter inversion.
Kolkata,October,71,Poor; rising winter inversion.
Kolkata,November,82,Very Poor; health risk for sensitive groups.
Kolkata,October,72,Poor; rising winter inversion.
Kolkata,November,78,Very Poor; health risk for sensitive groups.
Kolkata,October,74,Poor; rising winter inversion.
Kolkata,October,68,Poor; rising winter inversion.
Kolkata,November,79,Very Poor; health risk for sensitive groups.
Kolkata,September,61,At Indian NAAQS limit.
Kolkata,November,88,Very Poor; health risk for sensitive groups.
Kolkata,November,79,Very Poor; health risk for sensitive groups.
Kolkata,October,68,Poor; rising winter inversion.
Kolkata,October,69,Poor; rising winter inversion.
Kolkata,October,73,Poor; rising winter inversion.
Kolkata,September,61,At Indian NAAQS limit.
Kolkata,October,69,Poor; rising winter inversion.
Kolkata,September,55,At Indian NAAQS limit.
Kolkata,November,79,Very Poor; health risk for sensitive groups.
Kolkata,September,61,At Indian NAAQS limit.
Kolkata,November,89,Very Poor; health risk for sensitive groups.
Kolkata,October,71,Poor; rising winter inversion.
Kolkata,September,58,At Indian NAAQS limit.
Kolkata,October,71,Poor; rising winter inversion.
Kolkata,October,71,Poor; rising winter inversion.
Kolkata,November,78,Very Poor; health risk for sensitive groups.
Kolkata,November,84,Very Poor; health risk for sensitive groups.
Kolkata,October,70,Poor; rising winter inversion.
Kolkata,September,62,At Indian NAAQS limit.
Kolkata,October,77,Poor; rising winter inversion.
Kolkata,November,85,Very Poor; health risk for sensitive groups.
Kolkata,October,78,Poor; rising winter inversion.
Kolkata,October,76,Poor; rising winter inversion.
Kolkata,October,69,Poor; rising winter inversion.
Kolkata,October,70,Poor; rising winter inversion.
Kolkata,November,88,Very Poor; health risk for sensitive groups.
Kolkata,November,87,Very Poor; health risk for sensitive groups.
Kolkata,November,90,Very Poor; health risk for sensitive groups.
Kolkata,November,83,Very Poor; health risk for sensitive groups.
Kolkata,September,56,At Indian NAAQS limit.
Kolkata,November,88,Very Poor; health risk for sensitive groups.
Kolkata,September,61,At Indian NAAQS limit.
Kolkata,September,58,At Indian NAAQS limit.
Kolkata,November,84,Very Poor; health risk for sensitive groups.
Kolkata,October,74,Poor; rising winter inversion.
Kolkata,September,64,At Indian NAAQS limit.
Kolkata,October,74,Poor; rising winter inversion.
Kolkata,October,77,Poor; rising winter inversion.
Kolkata,September,63,At Indian NAAQS limit.
Kolkata,September,62,At Indian NAAQS limit.
Kolkata,November,85,Very Poor; health risk for sensitive groups.
Kolkata,September,61,At Indian NAAQS limit.
Kolkata,November,79,Very Poor; health risk for sensitive groups.
Kolkata,November,80,Very Poor; health risk for sensitive groups.
Kolkata,September,55,At Indian NAAQS limit.
Kolkata,November,82,Very Poor; health risk for sensitive groups.
Kolkata,October,78,Poor; rising winter inversion.
Kolkata,September,57,At Indian NAAQS limit.
Kolkata,November,88,Very Poor; health risk for sensitive groups.
Kolkata,November,87,Very Poor; health risk for sensitive groups.
Kolkata,November,84,Very Poor; health risk for sensitive groups.
Kolkata,September,58,At Indian NAAQS limit.
Kolkata,November,80,Very Poor; health risk for sensitive groups.
Kolkata,September,61,At Indian NAAQS limit.
Kolkata,October,78,Poor; rising winter inversion.
Kolkata,October,70,Poor; rising winter inversion.
Kolkata,October,69,Poor; rising winter inversion.
Kolkata,November,83,Very Poor; health risk for sensitive groups.
Kolkata,November,84,Very Poor; health risk for sensitive groups.
Kolkata,September,58,At Indian NAAQS limit.
Kolkata,September,65,At Indian NAAQS limit.
Kolkata,November,85,Very Poor; health risk for sensitive groups.
Kolkata,September,58,At Indian NAAQS limit.
Kolkata,October,77,Poor; rising winter inversion.
Kolkata,September,58,At Indian NAAQS limit.
Kolkata,November,89,Very Poor; health risk for sensitive groups.
Kolkata,September,63,At Indian NAAQS limit.
Kolkata,November,80,Very Poor; health risk for sensitive groups.
Kolkata,November,89,Very Poor; health risk for sensitive groups.
Kolkata,October,74,Poor; rising winter inversion.
Kolkata,September,59,At Indian NAAQS limit.
Kolkata,October,74,Poor; rising winter inversion.
Kolkata,November,82,Very Poor; health risk for sensitive groups.
Kolkata,October,78,Poor; rising winter inversion.
Kolkata,September,57,At Indian NAAQS limit.
Kolkata,September,64,At Indian NAAQS limit.
Kolkata,September,59,At Indian NAAQS limit.
Kolkata,October,75,Poor; rising winter inversion.
Kolkata,October,78,Poor; rising winter inversion.
Kolkata,October,69,Poor; rising winter inversion.
Kolkata,October,76,Poor; rising winter inversion.
Kolkata,September,64,At Indian NAAQS limit.
Kolkata,September,63,At Indian NAAQS limit.
Kolkata,October,72,Poor; rising winter inversion.
Kolkata,November,79,Very Poor; health risk for sensitive groups.
Kolkata,November,80,Very Poor; health risk for sensitive groups.
Kolkata,November,83,Very Poor; health risk for sensitive groups.
Kolkata,October,69,Poor; rising winter inversion.
Kolkata,October,71,Poor; rising winter inversion.
Kolkata,November,88,Very Poor; health risk for sensitive groups.
Kolkata,September,62,At Indian NAAQS limit.
Kolkata,October,75,Poor; rising winter inversion.
Kolkata,October,72,Poor; rising winter inversion.
Kolkata,September,64,At Indian NAAQS limit.
Kolkata,October,78,Poor; rising winter inversion.
Kolkata,September,56,At Indian NAAQS limit.
Kolkata,September,60,At Indian NAAQS limit.
Kolkata,September,57,At Indian NAAQS limit.
Kolkata,November,79,Very Poor; health risk for sensitive groups.
Kolkata,November,84,Very Poor; health risk for sensitive groups.
Kolkata,October,77,Poor; rising winter inversion.
Kolkata,October,76,Poor; rising winter inversion.
Kolkata,September,61,At Indian NAAQS limit.
Kolkata,September,65,At Indian NAAQS limit.
Kolkata,November,79,Very Poor; health risk for sensitive groups.
Kolkata,October,76,Poor; rising winter inversion.
Kolkata,November,78,Very Poor; health risk for sensitive groups.
Kolkata,November,79,Very Poor; health risk for sensitive groups.
Kolkata,October,76,Poor; rising winter inversion.
Kolkata,October,69,Poor; rising winter inversion.
Kolkata,September,57,At Indian NAAQS limit.
Kolkata,October,77,Poor; rising winter inversion.
Kolkata,October,77,Poor; rising winter inversion.
Kolkata,November,89,Very Poor; health risk for sensitive groups.
Kolkata,October,71,Poor; rising winter inversion.
Kolkata,November,89,Very Poor; health risk for sensitive groups.
Kolkata,September,60,At Indian NAAQS limit.
Kolkata,November,84,Very Poor; health risk for sensitive groups.
Kolkata,October,76,Poor; rising winter inversion.
Kolkata,November,80,Very Poor; health risk for sensitive groups.
Kolkata,November,90,Very Poor; health risk for sensitive groups.
Kolkata,November,86,Very Poor; health risk for sensitive groups.
Kolkata,September,56,At Indian NAAQS limit.
Kolkata,September,62,At Indian NAAQS limit.
Kolkata,November,90,Very Poor; health risk for sensitive groups.
Kolkata,October,74,Poor; rising winter inversion.
Kolkata,September,62,At Indian NAAQS limit.
Kolkata,October,78,Poor; rising winter inversion.
Kolkata,September,62,At Indian NAAQS limit.
Kolkata,October,78,Poor; rising winter inversion.
Kolkata,September,61,At Indian NAAQS limit.
Kolkata,October,75,Poor; rising winter inversion.
Kolkata,October,77,Poor; rising winter inversion.
Kolkata,September,61,At Indian NAAQS limit.
Kolkata,September,60,At Indian NAAQS limit.
Kolkata,September,62,At Indian NAAQS limit.
Kolkata,October,69,Poor; rising winter inversion.
Kolkata,November,84,Very Poor; health risk for sensitive groups.
Kolkata,October,75,Poor; rising winter inversion.
Kolkata,November,89,Very Poor; health risk for sensitive groups.
Kolkata,September,62,At Indian NAAQS limit.
Kolkata,October,74,Poor; rising winter inversion.
Kolkata,September,55,At Indian NAAQS limit.
Kolkata,November,89,Very Poor; health risk for sensitive groups.
Kolkata,October,68,Poor; rising winter inversion.
Kolkata,October,77,Poor; rising winter inversion.
Kolkata,September,64,At Indian NAAQS limit.
Kolkata,September,62,At Indian NAAQS limit.
Kolkata,September,63,At Indian NAAQS limit.
Kolkata,November,82,Very Poor; health risk for sensitive groups.
Kolkata,November,89,Very Poor; health risk for sensitive groups.
Kolkata,September,65,At Indian NAAQS limit.
Kolkata,November,79,Very Poor; health risk for sensitive groups.
Kolkata,September,59,At Indian NAAQS limit.
Kolkata,October,70,Poor; rising winter inversion.
Kolkata,November,80,Very Poor; health risk for sensitive groups.
Kolkata,October,70,Poor; rising winter inversion.
Kolkata,September,56,At Indian NAAQS limit.
Kolkata,October,75,Poor; rising winter inversion.
Kolkata,November,82,Very Poor; health risk for sensitive groups.
Kolkata,September,65,At Indian NAAQS limit.
Kolkata,September,60,At Indian NAAQS limit.
Kolkata,October,76,Poor; rising winter inversion.
Kolkata,November,82,Very Poor; health risk for sensitive groups.
Kolkata,September,57,At Indian NAAQS limit.
Kolkata,November,87,Very Poor; health risk for sensitive groups.
Kolkata,November,84,Very Poor; health risk for sensitive groups.
Kolkata,November,84,Very Poor; health risk for sensitive groups.
Kolkata,November,89,Very Poor; health risk for sensitive groups.
Kolkata,October,70,Poor; rising winter inversion.
Kolkata,October,71,Poor; rising winter inversion.
Kolkata,November,86,Very Poor; health risk for sensitive groups.
Kolkata,October,74,Poor; rising winter inversion.
Kolkata,November,83,Very Poor; health risk for sensitive groups.
Kolkata,October,76,Poor; rising winter inversion.
Kolkata,October,72,Poor; rising winter inversion.
Kolkata,October,74,Poor; rising winter inversion.
Kolkata,November,87,Very Poor; health risk for sensitive groups.
Kolkata,September,60,At Indian NAAQS limit.
Kolkata,October,75,Poor; rising winter inversion.
Kolkata,November,79,Very Poor; health risk for sensitive groups.
Kolkata,September,64,At Indian NAAQS limit.
Kolkata,October,74,Poor; rising winter inversion.
Kolkata,October,76,Poor; rising winter inversion.
Kolkata,September,62,At Indian NAAQS limit.
Kolkata,October,71,Poor; rising winter inversion.
Kolkata,October,71,Poor; rising winter inversion.
Kolkata,October,76,Poor; rising winter inversion.
Kolkata,November,85,Very Poor; health risk for sensitive groups.
Kolkata,October,69,Poor; rising winter inversion.
Kolkata,November,79,Very Poor; health risk for sensitive groups.
Kolkata,October,74,Poor; rising winter inversion.
Kolkata,September,61,At Indian NAAQS limit.
Kolkata,September,63,At Indian NAAQS limit.
Kolkata,September,63,At Indian NAAQS limit.
Kolkata,November,80,Very Poor; health risk for sensitive groups.
Kolkata,September,57,At Indian NAAQS limit.
Kolkata,September,65,At Indian NAAQS limit.
Kolkata,September,60,At Indian NAAQS limit.
Kolkata,September,57,At Indian NAAQS limit.
Kolkata,October,75,Poor; rising winter inversion.
Kolkata,October,69,Poor; rising winter inversion.
Kolkata,November,85,Very Poor; health risk for sensitive groups.
Kolkata,September,64,At Indian NAAQS limit.
Kolkata,September,56,At Indian NAAQS limit.
Kolkata,October,71,Poor; rising winter inversion.
Kolkata,September,55,At Indian NAAQS limit.
Kolkata,September,65,At Indian NAAQS limit.
Kolkata,November,84,Very Poor; health risk for sensitive groups.
Kolkata,September,56,At Indian NAAQS limit.
Kolkata,November,90,Very Poor; health risk for sensitive groups.
Kolkata,October,68,Poor; rising winter inversion.
Kolkata,November,84,Very Poor; health risk for sensitive groups.
Kolkata,October,68,Poor; rising winter inversion.
Kolkata,October,68,Poor; rising winter inversion.
Kolkata,November,81,Very Poor; health risk for sensitive groups.
Kolkata,September,65,At Indian NAAQS limit.
Kolkata,September,56,At Indian NAAQS limit.
Kolkata,September,55,At Indian NAAQS limit.
Kolkata,September,55,At Indian NAAQS limit.
Kolkata,September,58,At Indian NAAQS limit.
Kolkata,September,61,At Indian NAAQS limit.
Kolkata,November,83,Very Poor; health risk for sensitive groups.
Kolkata,November,80,Very Poor; health risk for sensitive groups.
Kolkata,September,57,At Indian NAAQS limit.
Kolkata,September,58,At Indian NAAQS limit.
Kolkata,November,87,Very Poor; health risk for sensitive groups.
Kolkata,September,55,At Indian NAAQS limit.
Kolkata,October,74,Poor; rising winter inversion.
Kolkata,October,73,Poor; rising winter inversion.
Kolkata,September,59,At Indian NAAQS limit.
Kolkata,October,68,Poor; rising winter inversion.
Kolkata,September,58,At Indian NAAQS limit.
Kolkata,November,82,Very Poor; health risk for sensitive groups.
Kolkata,October,78,Poor; rising winter inversion.
Kolkata,September,63,At Indian NAAQS limit.
Kolkata,September,64,At Indian NAAQS limit.
Kolkata,September,55,At Indian NAAQS limit.
Kolkata,October,71,Poor; rising winter inversion.
Kolkata,September,55,At Indian NAAQS limit.
Kolkata,September,55,At Indian NAAQS limit.
Kolkata,October,71,Poor; rising winter inversion.
Kolkata,November,83,Very Poor; health risk for sensitive groups.
Kolkata,September,63,At Indian NAAQS limit.
Kolkata,November,89,Very Poor; health risk for sensitive groups.
Kolkata,September,55,At Indian NAAQS limit.
Kolkata,November,90,Very Poor; health risk for sensitive groups.
Kolkata,November,78,Very Poor; health risk for sensitive groups.
Kolkata,September,57,At Indian NAAQS limit.
Kolkata,October,70,Poor; rising winter inversion.
Kolkata,September,62,At Indian NAAQS limit.
Kolkata,October,73,Poor; rising winter inversion.
Kolkata,October,68,Poor; rising winter inversion.
Kolkata,October,68,Poor; rising winter inversion.
Kolkata,October,76,Poor; rising winter inversion.
Kolkata,September,65,At Indian NAAQS limit.
Kolkata,October,70,Poor; rising winter inversion.
Kolkata,November,81,Very Poor; health risk for sensitive groups.
Kolkata,September,62,At Indian NAAQS limit.
Kolkata,September,58,At Indian NAAQS limit.
Kolkata,November,80,Very Poor; health risk for sensitive groups.
Kolkata,October,72,Poor; rising winter inversion.
Kolkata,September,63,At Indian NAAQS limit.
Kolkata,November,81,Very Poor; health risk for sensitive groups.
Kolkata,November,82,Very Poor; health risk for sensitive groups.
Kolkata,September,57,At Indian NAAQS limit.
Kolkata,November,87,Very Poor; health risk for sensitive groups.
Kolkata,October,78,Poor; rising winter inversion.
Kolkata,November,78,Very Poor; health risk for sensitive groups.
Kolkata,November,87,Very Poor; health risk for sensitive groups.
Kolkata,October,69,Poor; rising winter inversion.
Kolkata,September,61,At Indian NAAQS limit.
Kolkata,September,64,At Indian NAAQS limit.
Kolkata,November,86,Very Poor; health risk for sensitive groups.
Kolkata,November,86,Very Poor; health risk for sensitive groups.
Kolkata,September,55,At Indian NAAQS limit.
Kolkata,October,70,Poor; rising winter inversion.
Kolkata,September,60,At Indian NAAQS limit.
Kolkata,November,84,Very Poor; health risk for sensitive groups.
Kolkata,October,78,Poor; rising winter inversion.
Kolkata,September,62,At Indian NAAQS limit.
Kolkata,November,89,Very Poor; health risk for sensitive groups.
Kolkata,September,61,At Indian NAAQS limit.
Kolkata,November,78,Very Poor; health risk for sensitive groups.
Kolkata,September,60,At Indian NAAQS limit.
Kolkata,September,64,At Indian NAAQS limit.
Kolkata,November,90,Very Poor; health risk for sensitive groups.
Kolkata,September,55,At Indian NAAQS limit.
Kolkata,October,70,Poor; rising winter inversion.
Kolkata,September,64,At Indian NAAQS limit.
Kolkata,November,82,Very Poor; health risk for sensitive groups.
Kolkata,November,84,Very Poor; health risk for sensitive groups.
Kolkata,November,84,Very Poor; health risk for sensitive groups.
Kolkata,September,64,At Indian NAAQS limit.
Kolkata,November,79,Very Poor; health risk for sensitive groups.
Kolkata,November,84,Very Poor; health risk for sensitive groups.
Kolkata,September,58,At Indian NAAQS limit.
Kolkata,September,63,At Indian NAAQS limit.
Kolkata,November,80,Very Poor; health risk for sensitive groups.
Kolkata,September,58,At Indian NAAQS limit.
Kolkata,September,60,At Indian NAAQS limit.
Kolkata,October,75,Poor; rising winter inversion.
Kolkata,November,79,Very Poor; health risk for sensitive groups.
Kolkata,November,90,Very Poor; health risk for sensitive groups.
Kolkata,October,78,Poor; rising winter inversion.
Kolkata,October,78,Poor; rising winter inversion.
Kolkata,October,72,Poor; rising winter inversion.
Kolkata,November,90,Very Poor; health risk for sensitive groups.
Kolkata,October,74,Poor; rising winter inversion.
Kolkata,November,89,Very Poor; health risk for sensitive groups.
Kolkata,September,58,At Indian NAAQS limit.
Kolkata,November,85,Very Poor; health risk for sensitive groups.
Kolkata,September,62,At Indian NAAQS limit.
Kolkata,October,69,Poor; rising winter inversion.
Kolkata,November,84,Very Poor; health risk for sensitive groups.
Kolkata,October,69,Poor; rising winter inversion.
Kolkata,November,84,Very Poor; health risk for sensitive groups.
Kolkata,November,89,Very Poor; health risk for sensitive groups.
Kolkata,September,63,At Indian NAAQS limit.
Kolkata,September,56,At Indian NAAQS limit.
Kolkata,November,82,Very Poor; health risk for sensitive groups.
Kolkata,October,74,Poor; rising winter inversion.
Kolkata,September,65,At Indian NAAQS limit.
Kolkata,September,57,At Indian NAAQS limit.
Kolkata,October,69,Poor; rising winter inversion.
Kolkata,September,64,At Indian NAAQS limit.
Kolkata,October,74,Poor; rising winter inversion.
Kolkata,November,83,Very Poor; health risk for sensitive groups.
Chennai,October,35,Moderate.
Chennai,October,43,Moderate.
Chennai,October,45,Moderate.
Chennai,September,35,Satisfactory–Moderate.
Chennai,October,35,Moderate.
Chennai,November,46,Moderate; still better than Delhi/Kolkata.
Chennai,October,35,Moderate.
Chennai,November,47,Moderate; still better than Delhi/Kolkata.
Chennai,November,40,Moderate; still better than Delhi/Kolkata.
Chennai,September,33,Satisfactory–Moderate.
Chennai,November,43,Moderate; still better than Delhi/Kolkata.
Chennai,September,32,Satisfactory–Moderate.
Chennai,October,44,Moderate.
Chennai,October,41,Moderate.
Chennai,November,48,Moderate; still better than Delhi/Kolkata.
Chennai,October,39,Moderate.
Chennai,October,35,Moderate.
Chennai,September,30,Satisfactory–Moderate.
Chennai,November,44,Moderate; still better than Delhi/Kolkata.
Chennai,November,49,Moderate; still better than Delhi/Kolkata.
Chennai,September,40,Satisfactory–Moderate.
Chennai,October,45,Moderate.
Chennai,October,40,Moderate.
Chennai,October,38,Moderate.
Chennai,October,37,Moderate.
Chennai,November,44,Moderate; still better than Delhi/Kolkata.
Chennai,November,44,Moderate; still better than Delhi/Kolkata.
Chennai,November,44,Moderate; still better than Delhi/Kolkata.
Chennai,September,30,Satisfactory–Moderate.
Chennai,October,39,Moderate.
Chennai,October,43,Moderate.
Chennai,October,44,Moderate.
Chennai,October,45,Moderate.
Chennai,September,33,Satisfactory–Moderate.
Chennai,September,35,Satisfactory–Moderate.
Chennai,October,42,Moderate.
Chennai,October,42,Moderate.
Chennai,November,45,Moderate; still better than Delhi/Kolkata.
Chennai,September,39,Satisfactory–Moderate.
Chennai,September,38,Satisfactory–Moderate.
Chennai,September,39,Satisfactory–Moderate.
Chennai,November,43,Moderate; still better than Delhi/Kolkata.
Chennai,October,39,Moderate.
Chennai,November,44,Moderate; still better than Delhi/Kolkata.
Chennai,September,37,Satisfactory–Moderate.
Chennai,October,38,Moderate.
Chennai,October,35,Moderate.
Chennai,November,44,Moderate; still better than Delhi/Kolkata.
Chennai,November,50,Moderate; still better than Delhi/Kolkata.
Chennai,September,37,Satisfactory–Moderate.
Chennai,November,49,Moderate; still better than Delhi/Kolkata.
Chennai,November,50,Moderate; still better than Delhi/Kolkata.
Chennai,October,36,Moderate.
Chennai,November,50,Moderate; still better than Delhi/Kolkata.
Chennai,October,36,Moderate.
Chennai,September,37,Satisfactory–Moderate.
Chennai,October,35,Moderate.
Chennai,November,42,Moderate; still better than Delhi/Kolkata.
Chennai,November,50,Moderate; still better than Delhi/Kolkata.
Chennai,September,35,Satisfactory–Moderate.
Chennai,September,35,Satisfactory–Moderate.
Chennai,September,38,Satisfactory–Moderate.
Chennai,November,48,Moderate; still better than Delhi/Kolkata.
Chennai,November,40,Moderate; still better than Delhi/Kolkata.
Chennai,October,38,Moderate.
Chennai,September,33,Satisfactory–Moderate.
Chennai,September,40,Satisfactory–Moderate.
Chennai,September,34,Satisfactory–Moderate.
Chennai,September,39,Satisfactory–Moderate.
Chennai,October,35,Moderate.
Chennai,November,40,Moderate; still better than Delhi/Kolkata.
Chennai,September,40,Satisfactory–Moderate.
Chennai,September,37,Satisfactory–Moderate.
Chennai,October,35,Moderate.
Chennai,September,37,Satisfactory–Moderate.
Chennai,November,40,Moderate; still better than Delhi/Kolkata.
Chennai,November,47,Moderate; still better than Delhi/Kolkata.
Chennai,October,40,Moderate.
Chennai,October,40,Moderate.
Chennai,September,32,Satisfactory–Moderate.
Chennai,September,35,Satisfactory–Moderate.
Chennai,September,34,Satisfactory–Moderate.
Chennai,November,50,Moderate; still better than Delhi/Kolkata.
Chennai,November,45,Moderate; still better than Delhi/Kolkata.
Chennai,October,42,Moderate.
Chennai,October,37,Moderate.
Chennai,November,43,Moderate; still better than Delhi/Kolkata.
Chennai,November,47,Moderate; still better than Delhi/Kolkata.
Chennai,October,39,Moderate.
Chennai,November,44,Moderate; still better than Delhi/Kolkata.
Chennai,October,40,Moderate.
Chennai,November,47,Moderate; still better than Delhi/Kolkata.
Chennai,October,43,Moderate.
Chennai,September,39,Satisfactory–Moderate.
Chennai,November,44,Moderate; still better than Delhi/Kolkata.
Chennai,October,45,Moderate.
Chennai,September,39,Satisfactory–Moderate.
Chennai,November,49,Moderate; still better than Delhi/Kolkata.
Chennai,November,44,Moderate; still better than Delhi/Kolkata.
Chennai,September,35,Satisfactory–Moderate.
Chennai,November,42,Moderate; still better than Delhi/Kolkata.
Chennai,September,40,Satisfactory–Moderate.
Chennai,November,44,Moderate; still better than Delhi/Kolkata.
Chennai,November,50,Moderate; still better than Delhi/Kolkata.
Chennai,November,50,Moderate; still better than Delhi/Kolkata.
Chennai,November,41,Moderate; still better than Delhi/Kolkata.
Chennai,November,42,Moderate; still better than Delhi/Kolkata.
Chennai,November,48,Moderate; still better than Delhi/Kolkata.
Chennai,November,40,Moderate; still better than Delhi/Kolkata.
Chennai,September,39,Satisfactory–Moderate.
Chennai,October,39,Moderate.
Chennai,November,50,Moderate; still better than Delhi/Kolkata.
Chennai,October,44,Moderate.
Chennai,November,50,Moderate; still better than Delhi/Kolkata.
Chennai,September,38,Satisfactory–Moderate.
Chennai,November,50,Moderate; still better than Delhi/Kolkata.
Chennai,November,49,Moderate; still better than Delhi/Kolkata.
Chennai,September,31,Satisfactory–Moderate.
Chennai,October,45,Moderate.
Chennai,November,42,Moderate; still better than Delhi/Kolkata.
Chennai,October,45,Moderate.
Chennai,November,49,Moderate; still better than Delhi/Kolkata.
Chennai,September,38,Satisfactory–Moderate.
Chennai,September,35,Satisfactory–Moderate.
Chennai,November,40,Moderate; still better than Delhi/Kolkata.
Chennai,October,38,Moderate.
Chennai,November,40,Moderate; still better than Delhi/Kolkata.
Chennai,September,39,Satisfactory–Moderate.
Chennai,September,31,Satisfactory–Moderate.
Chennai,November,45,Moderate; still better than Delhi/Kolkata.
Chennai,November,45,Moderate; still better than Delhi/Kolkata.
Chennai,November,44,Moderate; still better than Delhi/Kolkata.
Chennai,September,38,Satisfactory–Moderate.
Chennai,October,44,Moderate.
Chennai,November,49,Moderate; still better than Delhi/Kolkata.
Chennai,September,35,Satisfactory–Moderate.
Chennai,September,32,Satisfactory–Moderate.
Chennai,November,43,Moderate; still better than Delhi/Kolkata.
Chennai,October,41,Moderate.
Chennai,September,39,Satisfactory–Moderate.
Chennai,October,35,Moderate.
Chennai,November,49,Moderate; still better than Delhi/Kolkata.
Chennai,October,39,Moderate.
Chennai,September,40,Satisfactory–Moderate.
Chennai,November,49,Moderate; still better than Delhi/Kolkata.
Chennai,October,40,Moderate.
Chennai,November,46,Moderate; still better than Delhi/Kolkata.
Chennai,November,47,Moderate; still better than Delhi/Kolkata.
Chennai,November,50,Moderate; still better than Delhi/Kolkata.
Chennai,October,45,Moderate.
Chennai,October,38,Moderate.
Chennai,November,46,Moderate; still better than Delhi/Kolkata.
Chennai,October,36,Moderate.
Chennai,October,35,Moderate.
Chennai,November,43,Moderate; still better than Delhi/Kolkata.
Chennai,October,43,Moderate.
Chennai,November,50,Moderate; still better than Delhi/Kolkata.
Chennai,September,34,Satisfactory–Moderate.
Chennai,October,44,Moderate.
Chennai,October,38,Moderate.
Chennai,November,49,Moderate; still better than Delhi/Kolkata.
Chennai,September,35,Satisfactory–Moderate.
Chennai,October,45,Moderate.
Chennai,September,40,Satisfactory–Moderate.
Chennai,October,44,Moderate.
Chennai,September,40,Satisfactory–Moderate.
Chennai,October,43,Moderate.
Chennai,October,44,Moderate.
Chennai,October,41,Moderate.
Chennai,October,37,Moderate.
Chennai,November,50,Moderate; still better than Delhi/Kolkata.
Chennai,November,48,Moderate; still better than Delhi/Kolkata.
Chennai,October,37,Moderate.
Chennai,September,40,Satisfactory–Moderate.
Chennai,September,38,Satisfactory–Moderate.
Chennai,November,45,Moderate; still better than Delhi/Kolkata.
Chennai,October,42,Moderate.
Chennai,September,30,Satisfactory–Moderate.
Chennai,October,45,Moderate.
Chennai,October,36,Moderate.
Chennai,November,48,Moderate; still better than Delhi/Kolkata.
Chennai,November,49,Moderate; still better than Delhi/Kolkata.
Chennai,September,39,Satisfactory–Moderate.
Chennai,September,35,Satisfactory–Moderate.
Chennai,September,36,Satisfactory–Moderate.
Chennai,November,48,Moderate; still better than Delhi/Kolkata.
Chennai,November,49,Moderate; still better than Delhi/Kolkata.
Chennai,September,30,Satisfactory–Moderate.
Chennai,September,35,Satisfactory–Moderate.
Chennai,October,35,Moderate.
Chennai,October,39,Moderate.
Chennai,September,30,Satisfactory–Moderate.
Chennai,October,35,Moderate.
